t,p1,p2,p3,amplitude,angle
2.24624624624625,-0.956917923224007,-31.0886805580245,-42.9542882130982,-50,3.94276479691883
2.25025025025025,-1.04607154839225,-30.7795276129241,-43.1742874059924,-50,3.95549482804948
2.25425425425425,-1.13900019328077,-30.4697871509996,-43.3910991144841,-50,3.96821054994029
2.25825825825826,-1.2356740475808,-30.1595177921964,-43.6046945288938,-50,3.98091173903513
2.26226226226226,-1.33606252970441,-29.8487780080447,-43.8150457592319,-50,3.99359817203334
2.26626626626627,-1.44013430007316,-29.5376261038336,-44.0221258397363,-50,4.0062696258937
2.27027027027027,-1.54785727463441,-29.2261202009363,-44.2259087330307,-50,4.01892587783834
2.27427427427427,-1.65919863859805,-28.9143182192953,-44.4263693339027,-50,4.03156670535664
2.27827827827828,-1.77412486038576,-28.6022778600738,-44.6234834727034,-50,4.0441918862092
2.28228228228228,-1.89260170578529,-28.2900565884807,-44.817227918368,-50,4.05680119843164
2.28628628628629,-2.01459425230204,-27.977711616776,-45.0075803810588,-50,4.06939442033863
2.29029029029029,-2.14006690369995,-27.6652998874644,-45.1945195144311,-50,4.0819713305277
